Protein.Group,ANOVA_pvalue,eIF4E+ vs. eIF4E- Tukey Test,eIF4E+ vs. eIF4G1+ Tukey Test,eIF4E+ vs. eIF4G1- Tukey Test,eIF4E+ vs. eIF4G2+ Tukey Test,eIF4E+ vs. eIF4G2- Tukey Test,eIF4E+ vs. eIF4G3+ Tukey Test,eIF4E+ vs. eIF4G3- Tukey Test,eIF4E- vs. eIF4G1+ Tukey Test,eIF4E- vs. eIF4G1- Tukey Test,eIF4E- vs. eIF4G2+ Tukey Test,eIF4E- vs. eIF4G2- Tukey Test,eIF4E- vs. eIF4G3+ Tukey Test,eIF4E- vs. eIF4G3- Tukey Test,eIF4G1+ vs. eIF4G1- Tukey Test,eIF4G1+ vs. eIF4G2+ Tukey Test,eIF4G1+ vs. eIF4G2- Tukey Test,eIF4G1+ vs. eIF4G3+ Tukey Test,eIF4G1+ vs. eIF4G3- Tukey Test,eIF4G1- vs. eIF4G2+ Tukey Test,eIF4G1- vs. eIF4G2- Tukey Test,eIF4G1- vs. eIF4G3+ Tukey Test,eIF4G1- vs. eIF4G3- Tukey Test,eIF4G2+ vs. eIF4G2- Tukey Test,eIF4G2+ vs. eIF4G3+ Tukey Test,eIF4G2+ vs. eIF4G3- Tukey Test,eIF4G2- vs. eIF4G3+ Tukey Test,eIF4G2- vs. eIF4G3- Tukey Test,eIF4G3+ vs. eIF4G3- Tukey Test
A3KN83-SBNO1,0.025113363837627602,0.9999999306859041,0.9923578886581879,0.9999917825849884,0.11299264943041054,0.5143159761729208,0.9665261514734005,0.05394596927854567,0.9975162910589498,0.9999999321221034,0.13306434605638118,0.5799864492057504,0.9839558268416632,0.06350085781703718,0.9994254652738517,0.28404214817967854,0.8779527687509694,0.9999955995751222,0.13888757791702333,0.15647761234803892,0.6472539486904505,0.9935934612143814,0.07475766815385076,0.8825489405427808,0.3716291135043849,0.998244196509231,0.9487958432253745,0.604101400460047,0.18645686394793515
A4D1E9-GTPBP10,0.1176507729902497,0.9998512405694545,0.9973585845013735,0.9979020247075682,0.4221743331839771,0.8836111133160669,0.9155909797082369,0.18775692516044806,0.9595203526491617,0.9638374908693557,0.26984542744593454,0.702964268402483,0.7512777315777233,0.11405756858471572,0.9999999999995852,0.7355596329817526,0.9959999655099437,0.9984303341884768,0.3907697903106324,0.723854849317418,0.9951087313060724,0.9979964458153283,0.38103932594672185,0.9706777474448135,0.9531252065049072,0.9949241523144748,0.9999999916876574,0.7216291449772244,0.6723927834963658
A5YKK6-CNOT1,0.00046214357180974076,0.2427829574813123,0.2437160428164884,0.9027087197208625,0.004322012646272966,0.020008053061479236,0.0901772502860747,0.10959575138601396,0.008607261041641001,0.05136641991942237,0.0003414067647380392,0.001109601249824399,0.00364129724497797,0.004277270806520739,0.7992901213276566,0.11052585970629791,0.5377457746773529,0.9890587250860958,0.9968551507142765,0.017303845366504977,0.09313914456701422,0.4042495415792171,0.4744063026825681,0.8578972779471226,0.2947157465926916,0.24567648235403972,0.9109356704914214,0.8553841869251302,0.9999997697638418
A6NCE7;Q9GZQ8-MAP1LC3B;MAP1LC3B2,0.5512718166816932,0.9963243462666395,0.9999831737553885,0.9988209887372026,0.9904725613022842,0.8985881128987715,0.9985449925654936,0.9892771845986339,0.9723809657989424,0.9126673417454788,0.8258793737387689,0.5885197789991933,0.9999999930727712,0.8185607696665007,0.9999912302406633,0.9994187785118447,0.9697441564784969,0.9839769255336492,0.9992816584739188,0.9999963820426637,0.9946459340007533,0.9388726937980738,0.9999941689511659,0.9995319498255842,0.8645883067747582,0.9999999999999606,0.6370214854047297,0.999627876086351,0.8580261703673782
A6ND36-FAM83G,0.022052558105392757,0.9999130669071072,0.8877339444454251,0.26415443884112966,0.03173719044431611,0.8913923701461612,0.9970440650260171,0.36752007868752623,0.7246439169733292,0.16890192283805594,0.020346019519223435,0.7298792043612443,0.9631310443015173,0.24027727089296025,0.8480841164866826,0.1590836935074874,0.9999999999999986,0.9967593582057376,0.9430995508494555,0.7000782493539218,0.8437811597325018,0.5271561529036495,0.9999831003952155,0.15704128480357005,0.07029644095364629,0.5508431677307913,0.9970593301731858,0.9405749598528252,0.675782600834156
A6NDG6-PGP,0.004026558972987453,0.2372863939679195,0.5310069661984971,0.9813190012280377,0.09750214829454673,0.2472826195571035,0.22613668681418908,0.272586491133869,0.019176058345950153,0.07901202168509569,0.0038061935481302767,0.008540776414863172,0.007862326069241421,0.00936450157022628,0.931058719669439,0.8217261099160861,0.994815180143979,0.9907378056356829,0.9975369918665922,0.2889611107281971,0.6234080314219963,0.5848111180009525,0.6662094355442396,0.9923856352157494,0.9958605485116967,0.9863605812444969,0.9999999985778488,0.9999999971554883,0.9999997465581115
A6NDU8-RIMOC1,0.02950947153960072,0.05526780704912626,0.9524945465195085,0.3754304094742923,0.9782739880126519,0.9999911055045959,0.9995221202121715,0.995553426826247,0.2088466378530811,0.7699273206577552,0.1730468255902401,0.0398526376828906,0.03060064721228628,0.13087549359167105,0.8797725671128535,0.9999997845173901,0.8746610360148352,0.7823931426249447,0.9998984698933294,0.817215293186909,0.27864828948683074,0.21556806703030484,0.7090449413728743,0.9252635687672864,0.8503421495694634,0.9999970198938755,0.9999977465964567,0.973004522773157,0.9277654034964693
A6NHR9-SMCHD1,0.15221183678527503,0.9995426183347221,0.9904582734931311,0.9990072258902246,0.7109976232009906,0.18558602251749579,0.973947928061468,0.9533558820473963,0.899090592662558,0.9626573426494237,0.47010744094909374,0.10253159073124951,0.8382639619402121,0.7858425798675727,0.9999944141376935,0.9790150498480539,0.4547125955931195,0.9999997134968559,0.9999874574082919,0.9316800681930058,0.3496640053824498,0.9998371880081031,0.9991611093089456,0.8877253680254856,0.9928291293851076,0.9973933930988249,0.5318088417449117,0.59129987970611,0.9999999671802962
A6NIH7-UNC119B,0.04816821679916763,0.9999127274456264,0.8957335566497042,0.9999874754445044,0.055340108637183416,0.6956741405313638,0.9258823389124757,0.6753685898747493,0.7360763549033705,0.9968896683509958,0.03502319495049555,0.5067246432891086,0.7832242715015552,0.4876108983831742,0.9663471411660863,0.2671071948323416,0.9996842597678948,0.9999999912576156,0.9994564253493362,0.07832362112468183,0.828744604598098,0.9801871713111889,0.8113451028058485,0.4401501843118294,0.23810861505362324,0.45826717397248873,0.9988995245349077,0.9999999999836269,0.9983007317828915
A6NJ78-METTL15,0.017548635579326448,0.9221622989664573,0.8304789828061421,0.3973496150703061,0.08678177475568971,0.1553345721005801,0.4258304017467527,0.2522275114903798,0.2850431767759868,0.09565611538207408,0.0201704514679496,0.035326407777919844,0.10386381761283792,0.05783601489599988,0.9809295982285773,0.4761302284868546,0.7116163724002955,0.987401311957556,0.8887082863365376,0.897928633546731,0.9893873286502092,0.9999999994361559,0.9998512026356254,0.9996095524168507,0.8746255891840296,0.9838101686019417,0.9836371330686032,0.9998577293677702,0.9996002235123138
A8MWD9;P62308-SNRPG;SNRPGP15,0.0013440267701046761,0.6955177478153076,0.4708000869668453,0.7910810800627002,0.00806342575071195,0.021075678836897427,0.1496715138913176,0.07631517861116555,0.06009244476365383,0.13388220809407048,0.001396061529264525,0.0031591272366924272,0.017942420215360855,0.009676691429726159,0.9971393153760805,0.10861440970928915,0.3013958657684922,0.966412542949645,0.7895853340080283,0.04880592694669372,0.13928478954977985,0.7407034030408965,0.46929116090035083,0.9862992471003517,0.3592718734542809,0.6108500114057249,0.7636166525959236,0.9562996715081651,0.9990159209217533
A8MXV4-NUDT19,0.0017564369269424233,0.937852520379053,0.34438856569433296,0.3648255798333939,0.010814601787068057,0.012499003674357634,0.06499702199658142,0.04641980802475487,0.0872804644309415,0.09318743946883001,0.0032152690282161167,0.0036621237725217304,0.016468119117529878,0.012053928245132406,0.9999999998863641,0.21646507339274013,0.2520458456880267,0.8616119802356975,0.7395833803381269,0.20321837057554137,0.23689303899749736,0.8404494768874395,0.7134154349429495,0.9999999424497809,0.8061245202769416,0.9109091440223279,0.8602240101710414,0.9455375806238078,0.9999895564264468
B1AK53-ESPN,0.09292505987346658,0.856443806094553,0.5215011436063484,0.9503649414009466,0.5472187423216817,0.9846773817642822,0.5868736834202065,0.8400959087285517,0.10560189079411197,0.3473160204964866,0.11265778779591362,0.4404303271367227,0.12421413403560178,0.2339756318203956,0.967773823654709,0.9999999998948351,0.9164689551759305,0.9999999348103462,0.9969871229561317,0.9755118480472653,0.9999973292280623,0.9845845008979702,0.999949582944362,0.9311420747546215,0.9999999981071511,0.9981883445035004,0.950156115859396,0.9986925797545497,0.9992509107754605
B3KNS4-ERVK3-1,0.000991789375745034,0.022666219477773364,0.8932945692123176,0.9981630514626683,0.03201700525394857,0.8246603414094733,0.9939007499159839,0.9964769423112068,0.005339109910994844,0.011342651106216795,0.00030143097232704363,0.004437997307576991,0.05503915558425043,0.010511421159613787,0.9956776413199092,0.1573752308201657,0.9999994748907778,0.5501394258146635,0.9976788259901279,0.06677926505109355,0.9842458687011886,0.8785419627580741,0.9999999993281631,0.1951600822438352,0.013538763158408185,0.07264766815457968,0.46489878932528894,0.9899481775837272,0.8525519292467498
B7ZAQ6;P0CG08-GPR89A;GPR89B,0.5098494065230886,0.9993443166588266,0.9903171716214336,0.6511135577877458,0.6220642052376145,0.6162459837913923,0.9864332453355714,0.8252479376797326,0.9999858037082957,0.8844228040778346,0.8634071377013891,0.8589871665703563,0.9999579956373065,0.973542970461504,0.9615269588114471,0.950186810684862,0.9476806599120187,0.9999999999239476,0.9963507915233325,0.9999999998109503,0.9999999993217688,0.9699413101086317,0.9999329708836445,0.9999999999999976,0.9602443069247734,0.9998232112733073,0.9580768687165799,0.9997890337848135,0.9977063984664949
C9JLW8-MCRIP1,0.0004957942658376886,0.25186630422385115,0.9976128636874999,0.9999999999602209,0.005659458073367318,0.0447263378092847,0.06268070763002065,0.5990490941390963,0.11765242406787646,0.2655553850822774,0.00043098869127056183,0.0021394707084541054,0.0027986764694892807,0.023868873068513596,0.9963608108421996,0.011216716914493996,0.09710395713325637,0.13640822369550043,0.8898461074672752,0.0053944634809695025,0.04231508698273301,0.0592637648741654,0.5760196861087408,0.6641684703024259,0.5253284309677644,0.05228132998597124,0.999989285220331,0.44722238110364476,0.5796805454776364
E9PAV3-NACA,0.0009602306055655725,0.033021529489465795,0.62004428731533,0.983876628821364,0.05680818502972429,0.4211225606415664,0.6025668098430123,0.6153482448143335,0.003987259498608342,0.09661700651847493,0.0005709417973687181,0.0026335670747843487,0.0038500026860863734,0.0039499067931865195,0.2524678761845883,0.5195556946937773,0.9998349457110707,0.9999999999944921,0.9999999999999994,0.019845603459946237,0.153747888788471,0.24253077311042737,0.24976740119250684,0.7279048009705548,0.5363491789817318,0.5240414568761516,0.9999069336224131,0.9998577123725624,0.9999999999993815
E9PRG8-C11orf98,0.0003291642265552506,0.5818695073967894,0.04232881276732292,0.22917651615788548,0.007723151103596448,0.0058074915065522426,0.014289902482884642,0.00517203180278325,0.004558840518907092,0.020870233711051345,0.0010985575805961822,0.0008672212358014075,0.0018313911505134506,0.0007877347352405195,0.8639240261665225,0.8253325589416314,0.699493979507136,0.9790104604149701,0.6435526874489816,0.22964896626613163,0.1668345068728171,0.42570323521921904,0.14584307853811818,0.9999914980235504,0.9989241700889221,0.9999120747634622,0.9888165625418333,0.9999999810046146,0.9778746048143611
L0R819-ASDURF,0.059984917221792895,0.9999999354898936,0.18219503908615686,0.42475063757068665,0.3560642453734826,0.8025619057892216,0.156504375802474,0.22665111658514714,0.15532670231536305,0.36990690180547003,0.3078666271740089,0.7407614459014042,0.13324512387463228,0.1937896300570201,0.9935067666499062,0.9985837588669042,0.8047760505937113,0.9999999538924698,0.9999993668288701,0.9999996637366536,0.9917827490664871,0.9844866048622332,0.9988104766595903,0.9762434185833302,0.9953518947901657,0.9998767345674984,0.7461824993432424,0.879106612000087,0.9999773257625084
O00115-DNASE2,0.13155082625931924,0.9992827423985093,0.9548376564751386,0.975043982456378,0.8414139362741185,0.7382861956327008,0.7213388729776207,0.16635413960099543,0.7727679301832018,0.8267739138831632,0.5902906156386618,0.4793647591808996,0.4634283658305641,0.08778407697946,0.9999999657683989,0.9999290070188822,0.998383811287968,0.9977119391409766,0.5424582103971703,0.9995406167016928,0.995064744231475,0.9935002256077902,0.48455841713457815,0.9999971932425219,0.9999926117431568,0.7265544845816448,0.9999999999944655,0.8314756312424706,0.8457189186338638
O00116-AGPS,0.012875194043846282,0.9689321973760684,0.9335684022908858,0.9922840023674987,0.05734104741093993,0.07897792123453029,0.5282842997688857,0.3578741919697157,0.4909520688714335,0.6891582493030116,0.017479722378260676,0.023664994597573763,0.17663666654997545,0.11022795473159919,0.9998765997489804,0.2381618122212189,0.3208625759004441,0.9795888116311178,0.8925671659603731,0.14785098338837543,0.20253965653701544,0.8886123656060053,0.7215035412321193,0.9999928405634231,0.6147950176271919,0.8042154762621097,0.7456321496925601,0.9049502041313527,0.9998985017276371
O00139-KIF2A,0.002238876252748389,0.8424969363048855,0.7835157279552757,0.9999998953052319,0.009261342222804836,0.04130129150879558,0.6514467570592535,0.41000731407598967,0.19261391044767884,0.7805687020721019,0.0021157056324954127,0.007898366240636112,0.1391201629384058,0.07490552590221211,0.8450872110759409,0.05815508398371794,0.278788210929218,0.9999912413813324,0.9922285131404175,0.01082379955328161,0.049027697712888285,0.7225247183784798,0.4728382819454622,0.8968163934516122,0.08088078142903887,0.15011794638643305,0.37536328951753273,0.6088445269279639,0.9994271945632306
O00142-TK2,0.017560722302222723,0.7107312950796852,0.9999999987202469,0.9999930725207568,0.22631103442520029,0.15788920524660255,0.5235666260832852,0.9006762194926836,0.6729669318636154,0.5795769830341102,0.027804085307885806,0.019552512323545268,0.07151224309019655,0.19424059212222522,0.99999934092736,0.24714166029014306,0.17294067061933893,0.5605233545534595,0.9234367766182496,0.30522235650672036,0.21563670759210496,0.6536340418169693,0.9649086793326906,0.999981239916999,0.9917415985361452,0.7731235067691838,0.9539418752677415,0.6239291612951243,0.9893143548128657
O00148-DDX39A,5.717879947965494e-05,0.04845725592739558,0.7922966101218898,0.9966533913366706,0.0011708820940885545,0.002130463380169534,0.16832347291901373,0.08877538781589356,0.008035287110745637,0.02181023236054591,5.1133262676250624e-05,7.782001650546988e-05,0.001652406697757458,0.0010268517310163539,0.9832060144140574,0.005302979367009297,0.010607095222551433,0.7853293771797194,0.5262628165158763,0.0021811941180958083,0.004127613090115223,0.3646545132158061,0.20076253327038174,0.9973292808956713,0.030824283510131667,0.05795197247402206,0.06730717821495014,0.12795339270461892,0.9992774153375424
O00151-PDLIM1,0.0010607230783306594,0.16531305923818695,0.9887487344090968,0.9973480478760279,0.02175700233982536,0.09450821790648956,0.29183436164721355,0.3734999072960623,0.06011429591790751,0.3491266165621112,0.0008888256256969207,0.002743744592293096,0.007194438069326625,0.009168649083516445,0.8308544806382989,0.0584417559263406,0.2559734943982588,0.6558120462213797,0.7665651978816088,0.010465147347113901,0.04297151766195295,0.1358477389804147,0.17829122866240033,0.9209693036262905,0.49692600886739813,0.39699054168431036,0.9772945703484861,0.9352255959860621,0.9999974940918093
O00154-ACOT7,0.00011432666401850601,0.05260916314921571,0.5831403391052884,0.9999675034534036,0.001751164362346458,0.01739827403504557,0.06963235741415386,0.08636429192338513,0.005504637135624546,0.03545985855876743,7.094344082636539e-05,0.0003480379906608544,0.0009155289553706147,0.001068974896111241,0.7468048257564632,0.01350233958589353,0.18953501194315991,0.6390168334330951,0.7270320340762713,0.0023894989364749986,0.025425442781403018,0.1040003341975736,0.12894767159968634,0.47505612566304933,0.12648979891462464,0.10200951703412953,0.9358013234846401,0.8825135649219945,0.9999995404088968
O00159-MYO1C,0.0010872334408136698,0.45293619711814903,0.4634684754089128,0.9764936936163336,0.007763221529771935,0.02194277516197196,0.37857588488975813,0.2318368883987436,0.03244766145313105,0.15509422903824954,0.0008701794642218541,0.0020218716641628998,0.025684284063179352,0.015494697067250929,0.900975757544066,0.10608738518856764,0.3189380776929778,0.9999989603882451,0.9976104258996921,0.02248918790058041,0.06836631804345272,0.8266528071640795,0.6158699553398277,0.9791123904294904,0.13510155566403848,0.2282952954522559,0.394758229419513,0.5985821167743682,0.9997757654434338
O00161-SNAP23,0.14865869086357394,0.9814143981457109,0.9999997821918641,0.9999999734834295,0.6700485818174287,0.36421097499905397,0.9996269547616249,0.9997476400980306,0.957877371011023,0.9912840633091445,0.27523838056503314,0.12620542370234433,0.8679841248728526,0.8781281313509902,0.9999901674084819,0.748133510257373,0.4294598517501309,0.9999747159709738,0.9999864106267773,0.6111251819048837,0.3207645126626507,0.9984894311301723,0.9988801142681873,0.9971227546226211,0.8823463465936189,0.8723754762308754,0.5782916564432656,0.5645499409452455,0.9999999999988761
O00165-HAX1,0.013434740651758245,0.9967275396646872,0.9014564791305819,0.8075860912518978,0.10071509652788357,0.05482301936859124,0.6494967619227261,0.08411048664853094,0.599541037519902,0.4809998859467328,0.04449982222540416,0.024629067205557464,0.34326269277458676,0.03729348820213407,0.9999956712376666,0.4449114186697819,0.2594831733621663,0.9987732875666891,0.38247266219363274,0.5599326478652169,0.34101820351279766,0.9999676919454107,0.4890002943215598,0.999487201525451,0.7239852772127231,0.9999998674798811,0.47820696998859025,0.9999488152274014,0.6504717968703493
O00170-AIP,0.13998198345574214,0.3886674958497951,0.8529044568308279,0.3792477767738063,0.9980523219932851,0.9999998405033753,0.9579444388437535,0.9307275377905647,0.9710408319830439,0.9999999999996614,0.19373998116598423,0.4535152136060334,0.8817386470543351,0.9201770831417591,0.9674253844447959,0.5593909901902413,0.9064560741219638,0.9999440107165033,0.9999965817853721,0.18843846602268466,0.44311824932262467,0.8733441498687513,0.9133658457906005,0.9927930168130427,0.7370776262140745,0.6776841639277763,0.9806858473813632,0.96363733150638,0.9999999679694194
O00178-GTPBP1,7.38996374347347e-06,0.4599646707746363,0.6528177607559289,0.9925044504100582,1.1111502842053866e-05,0.049738420667044814,0.708386294760214,0.09733322737516725,0.05265367679373745,0.1958325960777907,3.6632982850504092e-06,0.004031848348822309,0.06024711198447308,0.007141265425795629,0.9554147312814313,3.1427621877355705e-05,0.43894922359012667,0.999999981526602,0.70697866606277,1.6875747289368803e-05,0.12760726927725563,0.9740387724354277,0.246271745951264,0.0001398729601460591,2.9421200483437104e-05,9.543439947745647e-05,0.39175267145807724,0.9990305420513561,0.6513841061925632
O00186-STXBP3,0.03392299384193651,0.9999999526904965,0.9737042225559219,0.9265722531725784,0.3218934113004571,0.1785559648799967,0.11333479141275782,0.12843019597343774,0.9516452274011772,0.8873466915579905,0.27923999409029565,0.1532609879891923,0.0970386412753097,0.11000073227037,0.9999970033664334,0.768888617289515,0.5170690924848729,0.3542150754387807,0.3949131463883171,0.8673777407252348,0.6316327605215577,0.4502277959275902,0.497352498683305,0.9994097104531517,0.9840446372586718,0.9919596285294046,0.9999200816333674,0.9999907307649893,0.9999999893350792
O00192-ARVCF,0.16998865268393482,0.5628516870057797,0.9491954081147578,0.9990333276655435,0.9900516414128864,0.999630023427757,0.8079702451232484,0.9986750272723823,0.9801000301918452,0.8290898525251912,0.24104118566755095,0.3524753275070839,0.9994664887511345,0.3141679638602076,0.9989188687983591,0.617776976818966,0.7840386499274566,0.9998301715582827,0.7342770435718058,0.876046179558609,0.9657762738271702,0.9725057996364233,0.9450904901017103,0.9999600590312566,0.41841537459689504,0.9999968264091095,0.5765862735672307,0.9999999873012458,0.5249779539160615
O00193-SMAP,0.0010440393052199883,0.5558266980712061,0.8468816709887952,0.9999998493519698,0.008120327349429246,0.06701175853984354,0.06540535669487813,0.13856609982307677,0.1117397528588463,0.4838408892010526,0.0010928864769219615,0.006400711164103123,0.006267889347814304,0.012195196994435387,0.9012551998017095,0.04204700629599967,0.36839756358360676,0.36064392835430814,0.6442997465295894,0.009553816278357496,0.08048687901167173,0.07855204573292762,0.16611545979380693,0.6678374378206741,0.6778383024727301,0.3870499406893685,0.9999999999998881,0.9984292516770269,0.9980752821938598
O00203-AP3B1,0.13833148551502758,0.999951845319058,0.9999999314157741,0.9999350539732381,0.2043994192962375,0.9868634631766816,0.9999999967386312,0.999999993700088,0.9999982458156828,0.9999999999999768,0.1345730543780198,0.9271344714175667,0.9997896464957376,0.9997609835125308,0.999997127939372,0.17425065789549454,0.9715212386912294,0.9999978384676996,0.9999971913164865,0.13199776311902656,0.922761501111174,0.9997339318283412,0.9996992034463986,0.5146102684562196,0.22630626931481712,0.22858262240928728,0.9928010083173112,0.9932515829075688,0.9999999999999997
